accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,host_experience
3,1.0,0.0,2.0,65.0,100.0,60.0,1,3,1125,4,4.0
6,2.0,2.0,2.0,150.0,250.0,100.0,4,1,1125,1,2.0
2,1.0,1.0,1.0,94.0,400.0,75.0,1,2,29,21,1.0
2,1.0,1.0,2.0,109.0,500.0,75.0,2,1,31,12,2.0
2,1.0,1.0,1.0,62.0,0.0,25.0,1,1,1125,20,4.0
3,2.0,2.0,2.0,150.0,500.0,0.0,3,2,1125,3,2.0
6,1.0,3.0,3.0,185.0,0.0,165.0,1,2,1125,0,1.0
2,1.0,1.0,1.0,64.0,0.0,0.0,1,1,90,22,4.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,1,1125,45,2.0
6,2.0,3.0,4.0,125.0,0.0,0.0,1,7,1125,0,4.0
2,1.0,1.0,1.0,45.0,0.0,0.0,1,2,1125,1,1.0
3,1.5,2.0,2.0,180.0,500.0,85.0,1,1,1125,4,4.0
1,1.0,1.0,1.0,60.0,125.0,30.0,1,1,1125,0,1.0
4,1.0,1.0,2.0,125.0,0.0,40.0,2,2,1125,30,5.0
8,3.5,5.0,4.0,415.0,0.0,150.0,1,2,1125,0,1.0
7,1.0,2.0,3.0,129.0,0.0,40.0,4,1,1125,136,6.0
5,1.0,2.0,3.0,130.0,0.0,75.0,4,2,1125,4,4.0
2,0.0,1.0,1.0,55.0,0.0,15.0,1,2,1125,6,1.0
6,1.0,2.0,4.0,160.0,200.0,50.0,4,2,1125,5,5.0
2,0.0,1.0,1.0,55.0,0.0,15.0,1,2,1125,14,1.0
4,1.0,1.0,2.0,115.0,0.0,0.0,2,2,360,12,3.0
7,3.5,4.0,4.0,260.0,0.0,175.0,1,2,1125,6,3.0
2,1.0,1.0,1.0,110.0,0.0,25.0,1,3,1125,19,3.0
9,2.5,4.0,5.0,750.0,0.0,75.0,6,2,1125,17,2.0
2,1.0,1.0,1.0,55.0,0.0,25.0,1,2,1125,0,4.0
2,1.0,1.0,1.0,89.0,0.0,0.0,1,2,30,320,6.0
2,1.0,0.0,1.0,200.0,0.0,0.0,1,2,30,10,4.0
2,1.0,1.0,1.0,85.0,0.0,0.0,1,1,1125,0,1.0
9,3.5,4.0,5.0,400.0,150.0,150.0,6,2,1125,5,3.0
2,1.5,1.0,1.0,100.0,0.0,10.0,1,2,10,23,2.0
2,1.0,1.0,1.0,125.0,0.0,40.0,1,2,14,29,1.0
2,1.0,1.0,1.0,115.0,150.0,35.0,1,2,1125,24,2.0
1,1.0,1.0,1.0,50.0,0.0,0.0,1,1,1125,0,1.0
1,1.0,1.0,1.0,59.0,150.0,50.0,1,1,1125,4,2.0
2,1.0,1.0,1.0,122.0,250.0,50.0,1,1,1125,12,2.0
6,2.0,2.0,2.0,175.0,0.0,100.0,4,4,7,4,4.0
2,1.0,1.0,1.0,69.0,200.0,12.0,1,1,1125,124,2.0
5,1.0,2.0,2.0,150.0,0.0,50.0,1,1,1125,3,1.0
2,1.0,1.0,1.0,80.0,0.0,15.0,1,1,1125,0,1.0
2,1.0,0.0,1.0,95.0,300.0,40.0,1,2,365,91,5.0
2,1.0,0.0,1.0,100.0,0.0,20.0,1,2,1125,3,1.0
3,1.0,0.0,1.0,175.0,0.0,50.0,2,1,1125,8,1.0
4,1.0,1.0,3.0,200.0,0.0,0.0,1,1,1125,0,1.0
4,2.0,2.0,2.0,195.0,0.0,95.0,4,3,1125,31,2.0
2,1.0,1.0,1.0,145.0,0.0,20.0,1,1,1125,4,3.0
3,1.0,0.0,1.0,100.0,0.0,15.0,1,1,3,16,2.0
2,0.5,1.0,2.0,90.0,0.0,0.0,1,2,7,0,1.0
3,1.0,1.0,1.0,150.0,0.0,45.0,2,1,1125,2,3.0
9,3.5,5.0,5.0,550.0,0.0,175.0,8,2,1125,19,1.0
2,1.0,1.0,1.0,162.0,0.0,35.0,1,2,1125,1,4.0
2,1.0,0.0,1.0,75.0,0.0,0.0,1,1,1125,0,1.0
3,1.0,1.0,1.0,185.0,0.0,25.0,1,5,11,1,1.0
2,1.0,1.0,1.0,50.0,0.0,25.0,1,1,1125,3,1.0
6,1.0,0.0,3.0,130.0,0.0,0.0,1,2,6,17,1.0
4,1.0,1.0,2.0,230.0,0.0,0.0,1,3,1125,0,1.0
2,1.0,1.0,1.0,79.0,0.0,0.0,1,2,1125,26,3.0
2,1.0,0.0,1.0,85.0,0.0,25.0,1,2,1125,11,5.0
2,1.0,0.0,1.0,70.0,300.0,35.0,1,1,28,64,2.0
2,1.0,0.0,1.0,85.0,0.0,55.0,2,1,1125,8,3.0
2,1.0,0.0,1.0,75.0,0.0,25.0,1,1,4,0,1.0
3,1.0,1.0,2.0,95.0,0.0,20.0,1,1,1125,0,5.0
2,1.0,1.0,1.0,62.0,0.0,35.0,1,2,1125,1,1.0
2,1.0,0.0,1.0,119.0,350.0,75.0,2,1,1125,9,2.0
3,1.0,0.0,1.0,149.0,200.0,50.0,2,1,30,43,3.0
5,1.0,1.0,1.0,139.0,0.0,25.0,1,1,1125,19,1.0
4,1.0,1.0,2.0,150.0,0.0,70.0,1,3,180,28,5.0
2,1.0,1.0,1.0,148.0,0.0,0.0,1,1,1125,2,1.0
2,1.0,1.0,1.0,79.0,100.0,72.0,1,2,29,278,5.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,2,1.0
6,2.5,2.0,3.0,147.0,250.0,125.0,2,2,365,55,3.0
8,2.5,3.0,4.0,256.0,200.0,60.0,3,2,29,70,5.0
3,1.0,1.0,1.0,129.0,200.0,40.0,0,1,22,32,3.0
1,1.0,0.0,1.0,59.0,95.0,25.0,1,1,1125,1,1.0
2,1.0,1.0,1.0,79.0,100.0,72.0,2,2,29,189,5.0
4,1.0,1.0,1.0,150.0,0.0,70.0,1,1000,1125,8,3.0
4,1.0,2.0,2.0,175.0,200.0,25.0,5,6,31,6,3.0
4,1.0,1.0,2.0,100.0,200.0,45.0,4,1,1125,28,2.0
2,1.0,0.0,1.0,75.0,0.0,35.0,1,7,30,22,2.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,2,1.0
2,1.0,0.0,1.0,103.0,400.0,50.0,0,3,30,24,1.0
2,1.0,0.0,1.0,80.0,0.0,50.0,2,2,14,15,5.0
2,1.0,1.0,1.0,90.0,150.0,25.0,3,2,7,175,4.0
2,1.0,1.0,1.0,150.0,0.0,6.0,1,1,1125,0,1.0
2,1.5,1.0,1.0,69.0,300.0,25.0,1,2,28,104,2.0
2,1.0,1.0,1.0,120.0,0.0,0.0,1,1,1125,5,1.0
2,1.0,1.0,1.0,65.0,0.0,0.0,1,2,1125,6,3.0
2,1.0,0.0,1.0,99.0,250.0,45.0,0,1,20,3,3.0
4,1.0,1.0,2.0,110.0,200.0,65.0,2,2,1125,5,2.0
6,2.0,3.0,3.0,395.0,250.0,175.0,1,4,365,0,5.0
2,1.0,1.0,1.0,98.0,150.0,15.0,2,1,60,22,2.0
8,2.0,2.0,3.0,325.0,150.0,40.0,2,1,150,23,3.0
4,1.0,0.0,2.0,90.0,100.0,40.0,2,1,1125,2,2.0
2,1.0,0.0,1.0,110.0,0.0,15.0,1,2,1125,20,2.0
4,1.0,1.0,2.0,70.0,100.0,50.0,1,1,1125,0,1.0
5,2.0,2.0,2.0,210.0,150.0,40.0,2,1,1125,10,2.0
2,2.0,1.0,1.0,49.0,250.0,39.0,1,2,14,11,7.0
3,1.0,0.0,1.0,120.0,0.0,20.0,1,1,3,6,1.0
3,1.0,1.0,1.0,210.0,0.0,35.0,2,1,1125,25,2.0
1,1.0,1.0,1.0,62.0,0.0,0.0,1,2,1125,71,3.0
4,2.0,1.0,1.0,70.0,0.0,20.0,2,1,1125,38,3.0
2,1.5,1.0,1.0,90.0,0.0,25.0,1,4,15,0,2.0
2,8.0,1.0,1.0,99.0,0.0,0.0,1,1,27,5,7.0
2,1.0,1.0,1.0,58.0,0.0,25.0,2,1,1125,117,2.0
2,1.5,1.0,1.0,81.0,0.0,0.0,1,1,1125,3,1.0
6,1.0,2.0,3.0,99.0,120.0,100.0,2,1,3,3,1.0
4,1.0,1.0,1.0,150.0,700.0,100.0,4,1,1125,3,4.0
2,1.0,1.0,1.0,64.0,0.0,0.0,2,2,60,55,3.0
4,2.0,2.0,2.0,160.0,0.0,75.0,1,2,30,13,5.0
3,1.0,1.0,1.0,155.0,750.0,75.0,2,1,6,15,4.0
2,1.0,1.0,1.0,135.0,0.0,0.0,1,1,1125,8,2.0
4,2.0,2.0,3.0,275.0,0.0,0.0,1,1,1125,0,2.0
2,1.0,1.0,1.0,85.0,0.0,30.0,1,1,1125,0,3.0
2,1.0,1.0,1.0,85.0,0.0,30.0,1,1,1125,0,3.0
4,1.0,1.0,2.0,75.0,0.0,0.0,1,2,30,134,3.0
2,1.0,1.0,1.0,120.0,0.0,25.0,1,1,1125,36,1.0
4,1.0,1.0,1.0,135.0,300.0,60.0,2,2,8,135,4.0
4,1.0,1.0,2.0,110.0,800.0,100.0,2,3,1125,0,3.0
2,0.5,1.0,1.0,79.0,350.0,35.0,1,4,1125,10,5.0
2,1.5,1.0,2.0,79.0,150.0,25.0,2,1,7,132,3.0
4,2.5,2.0,2.0,245.0,1000.0,180.0,1,3,120,0,2.0
2,1.0,1.0,1.0,220.0,0.0,0.0,1,1,1125,2,4.0
2,1.0,0.0,1.0,109.0,0.0,0.0,1,1,1125,7,1.0
4,1.0,0.0,2.0,79.0,200.0,65.0,3,3,28,5,3.0
2,1.0,1.0,2.0,45.0,0.0,25.0,1,1,1125,15,2.0
1,1.0,1.0,1.0,58.0,0.0,0.0,1,1,31,279,5.0
2,1.0,1.0,2.0,100.0,100.0,60.0,1,1,1125,7,2.0
2,1.0,1.0,1.0,80.0,0.0,50.0,1,1,1125,9,3.0
2,1.0,1.0,1.0,139.0,750.0,85.0,1,2,1125,19,4.0
2,1.5,1.0,1.0,169.0,0.0,0.0,1,1,1125,15,3.0
2,1.0,0.0,1.0,114.0,95.0,10.0,1,1,10,6,1.0
4,1.0,1.0,2.0,85.0,125.0,0.0,2,3,6,15,4.0
7,1.0,2.0,2.0,100.0,250.0,89.0,3,2,180,12,3.0
4,1.0,1.0,1.0,125.0,500.0,30.0,1,3,1125,27,3.0
4,1.0,0.0,2.0,190.0,0.0,50.0,1,1,1125,0,5.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,1,1125,8,3.0
1,1.0,1.0,1.0,40.0,0.0,0.0,1,2,1125,44,3.0
2,1.0,1.0,1.0,40.0,0.0,0.0,1,1,1125,0,1.0
1,0.5,1.0,1.0,53.0,350.0,35.0,1,4,1125,1,5.0
8,2.0,2.0,3.0,250.0,800.0,120.0,3,4,1125,41,3.0
1,1.0,1.0,1.0,65.0,350.0,35.0,1,4,1125,0,5.0
1,0.5,1.0,1.0,55.0,350.0,35.0,1,4,1125,10,5.0
1,0.5,1.0,1.0,53.0,350.0,35.0,1,4,1125,5,5.0
1,0.5,1.0,1.0,55.0,350.0,35.0,1,4,1125,1,5.0
1,0.5,1.0,1.0,49.0,350.0,35.0,1,4,1125,4,5.0
2,1.0,1.0,1.0,75.0,0.0,10.0,1,1,1125,6,4.0
2,1.0,1.0,1.0,89.0,0.0,10.0,1,1,14,294,5.0
2,1.0,1.0,1.0,90.0,0.0,15.0,1,2,30,49,1.0
2,1.0,1.0,1.0,250.0,300.0,0.0,1,1,1125,7,1.0
2,1.0,1.0,1.0,199.0,300.0,68.0,0,3,1125,22,4.0
2,1.0,1.0,1.0,95.0,0.0,20.0,1,2,180,83,3.0
2,1.0,1.0,1.0,89.0,150.0,20.0,2,1,1125,19,1.0
2,1.0,1.0,1.0,110.0,0.0,35.0,1,1,1125,12,2.0
2,1.0,0.0,1.0,155.0,0.0,35.0,1,1,1125,135,2.0
1,1.0,1.0,1.0,25.0,0.0,0.0,1,1,28,2,1.0
2,1.0,1.0,1.0,159.0,0.0,50.0,2,1,1125,8,5.0
5,1.0,1.0,3.0,125.0,250.0,60.0,4,1,1125,8,4.0
2,1.0,1.0,1.0,25.0,0.0,0.0,1,1,1125,39,3.0
5,1.0,1.0,3.0,225.0,250.0,60.0,3,1,365,84,4.0
2,1.0,1.0,1.0,140.0,250.0,35.0,2,2,1125,8,1.0
4,1.0,1.0,2.0,89.0,0.0,25.0,1,2,1125,15,1.0
2,1.0,2.0,1.0,190.0,0.0,20.0,2,2,7,31,6.0
2,1.0,1.0,1.0,99.0,0.0,25.0,2,1,1125,15,2.0
3,1.0,1.0,2.0,49.0,150.0,30.0,1,2,7,2,1.0
2,1.0,1.0,1.0,100.0,0.0,35.0,1,1,29,51,5.0
1,1.0,1.0,1.0,58.0,0.0,0.0,1,1,6,263,5.0
2,2.0,1.0,1.0,200.0,0.0,0.0,1,1,1125,0,2.0
6,1.0,2.0,2.0,150.0,500.0,95.0,3,3,1125,5,3.0
2,1.0,1.0,1.0,59.0,0.0,30.0,2,2,1125,24,5.0
2,1.0,1.0,1.0,65.0,0.0,0.0,2,1,1125,2,2.0
2,1.0,0.0,1.0,80.0,0.0,0.0,1,1,1125,2,3.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,2,1.0
2,1.0,0.0,1.0,97.0,0.0,27.0,1,2,1125,8,2.0
4,1.0,1.0,1.0,174.0,0.0,60.0,1,3,90,19,4.0
2,1.0,1.0,2.0,78.0,0.0,0.0,1,1,1125,0,5.0
2,1.0,1.0,1.0,89.0,0.0,10.0,1,1,14,193,5.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,3,1125,7,4.0
2,1.0,1.0,1.0,125.0,200.0,50.0,1,3,1125,3,5.0
4,2.0,2.0,2.0,130.0,0.0,80.0,1,1,1125,3,5.0
4,1.0,1.0,1.0,132.0,0.0,0.0,2,1,1125,11,4.0
4,1.0,1.0,1.0,119.0,200.0,87.0,1,2,1125,61,5.0
4,1.0,1.0,2.0,150.0,0.0,30.0,4,2,7,1,2.0
2,1.0,1.0,2.0,115.0,250.0,50.0,1,1,30,17,1.0
4,1.0,1.0,2.0,99.0,200.0,88.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,99.0,200.0,30.0,2,1,1125,0,1.0
2,1.0,1.0,1.0,120.0,100.0,10.0,1,1,1125,41,3.0
2,1.0,1.0,1.0,70.0,0.0,0.0,1,2,1125,4,2.0
2,1.0,1.0,1.0,150.0,0.0,0.0,1,2,1125,44,2.0
2,1.0,1.0,1.0,145.0,0.0,0.0,2,3,1125,29,4.0
2,1.0,1.0,1.0,118.0,0.0,12.0,1,1,1125,0,5.0
2,1.0,1.0,1.0,100.0,0.0,35.0,1,3,1125,2,4.0
4,1.0,1.0,3.0,100.0,200.0,0.0,2,3,1125,11,5.0
4,1.0,1.0,3.0,65.0,0.0,0.0,1,7,1125,0,2.0
3,1.0,0.0,1.0,115.0,200.0,10.0,2,1,1125,6,3.0
2,1.0,1.0,1.0,149.0,0.0,75.0,1,1,1125,28,2.0
2,1.0,1.0,1.0,59.0,100.0,35.0,1,1,1125,24,2.0
2,1.0,1.0,1.0,155.0,1000.0,100.0,1,3,1125,4,2.0
3,1.0,1.0,2.0,100.0,200.0,20.0,3,1,1125,3,1.0
3,1.0,1.0,1.0,175.0,0.0,0.0,1,1,1125,3,2.0
1,1.0,1.0,1.0,70.0,0.0,0.0,1,1,1125,22,3.0
5,1.0,1.0,2.0,84.0,0.0,20.0,2,1,1125,38,4.0
4,1.0,2.0,2.0,175.0,0.0,40.0,1,2,1125,1,1.0
3,1.0,1.0,1.0,167.0,300.0,60.0,2,2,1125,48,3.0
2,1.0,1.0,1.0,99.0,0.0,0.0,1,1,1125,1,3.0
2,1.0,0.0,1.0,100.0,0.0,50.0,2,1,5,12,1.0
5,2.0,2.0,2.0,259.0,150.0,80.0,1,2,1125,13,1.0
2,1.0,1.0,1.0,139.0,450.0,60.0,2,3,1125,55,3.0
4,1.0,2.0,2.0,185.0,500.0,0.0,1,4,21,13,4.0
3,1.0,0.0,2.0,99.0,0.0,0.0,2,1,27,17,7.0
2,1.0,0.0,1.0,90.0,0.0,0.0,1,1,1125,0,1.0
3,1.5,2.0,1.0,250.0,500.0,100.0,3,3,14,4,3.0
2,1.0,1.0,1.0,85.0,0.0,0.0,1,1,1125,40,7.0
3,1.0,1.0,1.0,100.0,200.0,25.0,2,3,1125,2,1.0
2,1.0,0.0,1.0,80.0,300.0,45.0,1,1,10,4,2.0
8,3.5,4.0,5.0,260.0,500.0,150.0,6,1,1125,23,3.0
1,1.0,1.0,1.0,125.0,0.0,0.0,1,1,1125,2,1.0
2,1.0,1.0,1.0,119.0,0.0,0.0,1,1,2,17,2.0
4,2.5,2.0,2.0,182.0,2500.0,300.0,4,3,1125,10,7.0
3,1.0,1.0,1.0,69.0,100.0,72.0,2,2,30,255,5.0
4,1.0,1.0,1.0,90.0,0.0,0.0,1,2,1125,9,1.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,4,1.0
3,1.5,2.0,2.0,130.0,0.0,0.0,1,1,1125,0,3.0
6,1.0,2.0,2.0,135.0,200.0,45.0,4,1,1125,1,2.0
2,2.0,1.0,1.0,82.0,0.0,25.0,1,14,1125,0,1.0
2,1.0,1.0,1.0,212.0,0.0,0.0,1,2,1125,4,1.0
1,1.0,1.0,1.0,47.0,0.0,0.0,1,2,30,14,3.0
4,1.0,2.0,2.0,100.0,200.0,45.0,4,1,1125,0,2.0
3,1.0,2.0,1.0,100.0,100.0,0.0,1,3,1125,4,3.0
4,1.0,0.0,2.0,95.0,500.0,50.0,2,2,1125,16,5.0
2,1.0,1.0,1.0,239.0,500.0,75.0,0,2,1125,2,3.0
3,1.0,1.0,2.0,75.0,95.0,40.0,2,1,1125,4,1.0
3,1.0,1.0,1.0,75.0,0.0,5.0,1,1,1125,5,1.0
3,1.0,1.0,2.0,96.0,0.0,60.0,2,1,1125,3,3.0
2,1.0,1.0,1.0,90.0,0.0,60.0,1,1,1125,14,1.0
2,1.0,1.0,1.0,80.0,0.0,0.0,1,1,3,105,1.0
6,1.0,2.0,3.0,200.0,0.0,25.0,1,1,30,17,5.0
5,1.0,1.0,3.0,119.0,300.0,80.0,2,3,730,7,6.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,7,1.0
2,1.0,0.0,1.0,85.0,0.0,0.0,1,2,1125,0,4.0
1,1.0,1.0,1.0,69.0,350.0,28.0,1,4,1125,1,5.0
2,2.0,1.0,1.0,85.0,100.0,35.0,1,2,1125,2,2.0
2,1.5,1.0,1.0,100.0,0.0,0.0,1,1,1125,0,1.0
2,2.0,1.0,1.0,150.0,0.0,15.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,140.0,150.0,30.0,1,2,1125,23,1.0
3,1.0,1.0,1.0,150.0,0.0,0.0,1,1,1125,14,3.0
2,1.0,0.0,1.0,100.0,0.0,0.0,1,2,13,10,5.0
10,3.0,5.0,5.0,550.0,300.0,175.0,5,1,1125,0,3.0
2,1.0,1.0,1.0,69.0,0.0,40.0,1,2,1125,0,2.0
4,1.0,1.0,1.0,119.0,200.0,88.0,1,2,1125,45,5.0
8,1.5,4.0,3.0,350.0,0.0,85.0,1,2,10,2,5.0
2,1.0,1.0,1.0,69.0,150.0,35.0,1,1,14,18,2.0
2,2.0,1.0,2.0,48.0,250.0,39.0,1,2,14,7,7.0
4,2.0,1.0,2.0,69.0,250.0,42.0,1,2,14,6,7.0
2,2.0,1.0,1.0,61.0,250.0,39.0,2,2,14,14,7.0
2,2.0,1.0,1.0,52.0,250.0,39.0,1,2,21,9,7.0
2,1.0,1.0,1.0,95.0,0.0,20.0,1,2,365,109,3.0
1,1.0,1.0,1.0,60.0,100.0,25.0,1,1,21,147,3.0
5,2.5,2.0,2.0,225.0,0.0,100.0,4,2,30,13,2.0
2,1.0,0.0,1.0,60.0,200.0,71.0,2,2,1125,30,3.0
1,1.0,1.0,1.0,75.0,200.0,0.0,1,4,1125,47,3.0
2,1.0,0.0,1.0,100.0,0.0,10.0,1,2,10,0,2.0
3,1.0,1.0,1.0,93.0,500.0,60.0,2,2,1125,6,5.0
4,1.5,2.0,2.0,165.0,0.0,50.0,1,3,1125,0,2.0
4,1.0,2.0,3.0,139.0,0.0,194.0,1,3,1125,4,5.0
3,1.0,1.0,1.0,150.0,0.0,40.0,1,1,1125,23,4.0
8,2.5,2.0,3.0,350.0,0.0,100.0,2,2,14,30,7.0
3,1.5,1.0,1.0,125.0,0.0,45.0,2,1,1125,19,2.0
2,1.0,1.0,1.0,69.0,95.0,25.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,138.0,100.0,50.0,2,2,200,96,4.0
2,1.0,1.0,1.0,138.0,0.0,35.0,1,2,5,0,1.0
2,2.0,1.0,1.0,95.0,0.0,20.0,2,1,1125,46,3.0
3,1.0,1.0,1.0,145.0,0.0,0.0,2,3,7,0,2.0
6,1.0,1.0,3.0,39.0,0.0,8.0,1,1,1125,1,5.0
2,1.0,0.0,1.0,115.0,100.0,25.0,2,1,180,4,1.0
2,1.0,1.0,1.0,100.0,100.0,0.0,2,3,1125,0,3.0
2,1.0,1.0,1.0,175.0,0.0,90.0,1,1,1125,2,2.0
2,1.0,1.0,1.0,55.0,100.0,20.0,1,1,30,19,2.0
2,1.5,1.0,1.0,82.0,0.0,8.0,0,1,4,50,2.0
10,2.0,3.0,5.0,360.0,2500.0,300.0,8,3,365,26,7.0
2,1.0,1.0,1.0,85.0,0.0,30.0,1,1,1125,0,3.0
2,1.0,2.0,1.0,150.0,0.0,0.0,1,2,1125,7,1.0
2,1.0,0.0,1.0,68.0,200.0,25.0,1,1,1125,1,3.0
6,2.0,2.0,3.0,600.0,200.0,50.0,1,5,1125,1,1.0
3,1.0,1.0,2.0,149.0,200.0,30.0,2,2,1125,11,2.0
1,1.0,1.0,1.0,62.0,350.0,35.0,1,1,1125,0,5.0
3,1.0,1.0,1.0,111.0,0.0,0.0,2,1,65,52,3.0
2,1.0,0.0,1.0,120.0,200.0,75.0,1,2,2,7,2.0
4,1.0,1.0,2.0,96.0,250.0,10.0,1,1,1125,15,1.0
2,1.0,1.0,1.0,150.0,300.0,75.0,1,3,1125,1,2.0
2,1.0,1.0,1.0,100.0,0.0,20.0,1,1,1125,22,2.0
2,1.0,1.0,1.0,100.0,0.0,0.0,1,1,3,4,1.0
4,1.0,1.0,2.0,105.0,100.0,25.0,3,2,1125,13,1.0
6,2.0,2.0,2.0,209.0,150.0,65.0,2,2,1125,29,6.0
5,1.0,1.0,2.0,250.0,0.0,0.0,1,3,1125,1,3.0
2,1.0,1.0,1.0,82.0,500.0,50.0,1,2,1125,0,2.0
2,1.0,0.0,1.0,110.0,100.0,10.0,1,3,1125,11,4.0
2,1.0,0.0,1.0,125.0,0.0,0.0,2,1,7,15,1.0
4,1.0,1.0,2.0,109.0,200.0,88.0,1,2,1125,44,5.0
6,1.0,2.0,4.0,198.0,0.0,120.0,1,3,1125,5,5.0
2,1.0,1.0,1.0,160.0,0.0,60.0,2,2,1125,8,2.0
2,1.0,1.0,1.0,126.0,200.0,50.0,2,2,1125,3,1.0
2,1.0,1.0,1.0,99.0,250.0,100.0,0,1,1125,24,2.0
1,1.0,0.0,1.0,49.0,95.0,25.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,99.0,0.0,0.0,1,1,28,0,7.0
4,1.0,1.0,1.0,100.0,0.0,70.0,1,2,150,21,4.0
2,1.0,1.0,1.0,82.0,0.0,5.0,1,2,5,9,1.0
1,1.0,1.0,1.0,80.0,0.0,50.0,1,1,7,1,5.0
1,0.5,1.0,1.0,65.0,350.0,35.0,1,4,1125,9,5.0
4,1.0,1.0,1.0,80.0,150.0,0.0,2,2,1125,158,5.0
2,1.0,1.0,1.0,39.0,100.0,18.0,1,2,21,66,3.0
1,1.0,0.0,1.0,49.0,95.0,25.0,1,1,1125,0,1.0
2,1.0,1.0,1.0,125.0,200.0,40.0,2,1,10,21,3.0
2,1.0,1.0,1.0,150.0,0.0,35.0,1,2,10,3,4.0
1,1.0,1.0,1.0,90.0,0.0,0.0,1,1,1125,10,1.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,6,1.0
2,1.0,1.0,1.0,104.0,150.0,30.0,1,1,1125,22,3.0
5,1.0,1.0,2.0,180.0,100.0,80.0,2,5,30,8,4.0
2,1.0,1.0,1.0,150.0,0.0,20.0,1,1,90,14,3.0
7,2.0,2.0,4.0,240.0,0.0,120.0,1,3,30,11,5.0
2,1.0,0.0,1.0,70.0,0.0,40.0,1,1,1125,1,1.0
4,1.0,0.0,1.0,99.0,0.0,25.0,1,2,1125,0,1.0
2,1.0,1.0,2.0,99.0,0.0,0.0,2,1,27,15,7.0
16,2.0,6.0,9.0,673.0,2500.0,300.0,13,3,60,21,7.0
3,1.0,1.0,2.0,98.0,0.0,25.0,1,2,1125,5,4.0
4,1.0,1.0,2.0,105.0,0.0,0.0,1,1,1125,1,5.0
2,2.0,1.0,1.0,63.0,250.0,39.0,1,2,14,14,7.0
4,1.0,1.0,2.0,120.0,0.0,40.0,2,1,1125,51,1.0
2,1.5,1.0,1.0,78.0,0.0,20.0,1,1,1125,9,1.0
4,1.5,2.0,2.0,195.0,0.0,95.0,4,3,1125,32,2.0
2,1.0,1.0,1.0,200.0,0.0,25.0,2,2,1125,6,5.0
2,1.5,1.0,1.0,79.0,150.0,25.0,1,1,7,67,3.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,0,1.0
4,2.0,2.0,2.0,195.0,0.0,95.0,1,3,1125,25,2.0
4,1.0,1.0,1.0,119.0,300.0,88.0,1,2,1125,32,5.0
2,1.0,1.0,1.0,75.0,0.0,7.0,2,1,1125,72,3.0
2,1.0,1.0,1.0,99.0,0.0,35.0,1,1,1125,87,3.0
2,1.0,1.0,1.0,149.0,250.0,25.0,1,2,7,48,5.0
2,1.0,1.0,1.0,199.0,200.0,71.0,2,1,10,32,4.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,1,1.0
2,1.0,1.0,1.0,69.0,300.0,24.0,1,1,1125,2,2.0
1,0.5,1.0,1.0,49.0,350.0,35.0,1,4,1125,7,5.0
6,1.0,2.0,4.0,239.0,0.0,120.0,1,3,1125,15,5.0
1,0.5,1.0,1.0,49.0,350.0,35.0,1,4,1125,8,5.0
2,1.0,1.0,1.0,29.0,0.0,0.0,1,1,1125,2,2.0
2,1.0,1.0,1.0,68.0,0.0,0.0,2,2,1125,67,3.0
4,1.0,2.0,2.0,134.0,134.0,0.0,1,2,1125,1,1.0
3,1.0,1.0,1.0,169.0,300.0,50.0,2,14,1125,44,3.0
2,1.0,1.0,1.0,120.0,0.0,0.0,1,2,1125,0,0.0
6,1.0,2.0,3.0,204.0,0.0,60.0,1,3,90,31,4.0
6,2.5,2.0,2.0,295.0,0.0,175.0,1,2,1125,0,1.0
3,1.0,2.0,2.0,152.0,0.0,50.0,1,4,14,4,5.0
2,1.0,0.0,1.0,69.0,95.0,25.0,1,1,1125,10,1.0
6,2.0,2.0,3.0,420.0,150.0,150.0,4,2,1125,0,3.0
2,1.0,1.0,1.0,81.0,200.0,50.0,2,2,6,9,1.0
1,1.0,1.0,1.0,25.0,0.0,0.0,0,1,28,3,1.0
3,1.0,2.0,2.0,195.0,250.0,90.0,1,3,7,30,5.0
5,1.0,1.0,2.0,169.0,250.0,108.0,4,2,365,78,5.0
3,1.0,0.0,1.0,95.0,0.0,25.0,2,2,1125,4,1.0
3,1.0,2.0,2.0,100.0,0.0,0.0,1,5,1125,0,3.0
2,1.0,1.0,1.0,85.0,0.0,30.0,2,1,1125,0,3.0
6,2.0,3.0,3.0,400.0,0.0,0.0,1,3,1125,0,2.0
